"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"400","chr2L",7534705,7535680,976,"*","suvar1_peak_560",2079,".",10.8128,213.097,207.905,415,"2L",7534842,7535644,"suvar2_peak_545",2208,".",11.277,225.959,220.82,284,802,"Intron (FBtr0334848/FBgn0264895, intron 2 of 4)",1,7497805,7530574,32770,2,"FBgn0264895","FBtr0334847",-4131,"34032","RapGAP1","Rap GTPase activating protein 1"
"401","chr2L",7576928,7577423,496,"*","suvar1_peak_561",367,".",4.46996,39.3168,36.7609,271,"2L",7577006,7577413,"suvar2_peak_546",261,".",3.92059,28.58,26.1991,210,407,"Promoter",1,7497805,7576607,78803,2,"FBgn0264895","FBtr0334846",-321,"34032","RapGAP1","Rap GTPase activating protein 1"
"402","chr2L",7641551,7642115,565,"*","suvar1_peak_562",596,".",5.91037,62.5291,59.6327,257,"2L",7641585,7642064,"suvar2_peak_547",497,".",5.20478,52.4772,49.7203,226,479,"3' UTR",1,7636951,7637324,374,1,"FBgn0266035","FBtr0343252",4600,"19835768","lncRNA:CR44800","long non-coding RNA:CR44800"
"403","chr2L",7702339,7703345,1007,"*","suvar1_peak_566",1270,".",7.89615,130.703,127.033,349,"2L",7702433,7703100,"suvar2_peak_548",965,".",6.43229,99.9006,96.5833,245,667,"Promoter",1,7702805,7710690,7886,1,"FBgn0041181","FBtr0079477",0,"34045","Tep3","Thioester-containing protein 3"
"404","chr2L",7756986,7757277,292,"*","suvar1_peak_568",67,".",2.47651,8.46848,6.75846,119,"2L",7757019,7757263,"suvar2_peak_550",68,".",2.3247,8.6753,6.89737,112,244,"Promoter",1,7756222,7765915,9694,1,"FBgn0267689","FBtr0347190",764,"26067063","CG46025","uncharacterized protein"
"405","chr2L",7782776,7783249,474,"*","suvar1_peak_570",180,".",3.19436,20.197,18.0647,273,"2L",7782788,7783191,"suvar2_peak_551",151,".",3.01058,17.2775,15.1673,159,403,"Promoter",1,7782865,7786061,3197,1,"FBgn0031947","FBtr0079488",0,"34062","Brd7-9","Bromodomain containing 7/9"
"406","chr2L",7789996,7790481,486,"*","suvar1_peak_571",81,".",2.52439,9.96958,8.19101,195,"2L",7790013,7790604,"suvar2_peak_552",44,".",1.94975,6.03377,4.4092,161,468,"Promoter",1,7786160,7790557,4398,2,"FBgn0031948","FBtr0079496",76,"34063","CG7149","uncharacterized protein"
"407","chr2L",7799614,7800698,1085,"*","suvar1_peak_573",378,".",3.77976,40.3838,37.8108,291,"2L",7799647,7800648,"suvar2_peak_553",174,".",2.82284,19.6107,17.4355,256,1001,"Promoter",1,7796314,7800058,3745,2,"FBgn0031950","FBtr0343403",0,"34065","Herp","Homocysteine-induced endoplasmic reticulum protein"
"408","chr2L",7809517,7810879,1363,"*","suvar1_peak_574",381,".",3.78053,40.749,38.1697,254,"2L",7809564,7810309,"suvar2_peak_554",194,".",2.89582,21.6858,19.4571,183,745,"Promoter",1,7801668,7810703,9036,2,"FBgn0031952","FBtr0343423",0,"34067","cdc14","cell division cycle 14"
"409","chr2L",7809517,7810879,1363,"*","suvar1_peak_574",381,".",3.78053,40.749,38.1697,254,"2L",7810408,7810859,"suvar2_peak_555",103,".",2.36383,12.3339,10.3913,294,451,"Promoter",1,7801668,7810703,9036,2,"FBgn0031952","FBtr0343423",0,"34067","cdc14","cell division cycle 14"
"410","chr2L",7821214,7822093,880,"*","suvar1_peak_575",262,".",3.45473,28.5747,26.2289,399,"2L",7821328,7821905,"suvar2_peak_556",127,".",2.5951,14.7712,12.7385,119,577,"Promoter",1,7821535,7825350,3816,1,"FBgn0027515","FBtr0079523",0,"34069","CG7115","uncharacterized protein"
"411","chr2L",7827009,7828267,1259,"*","suvar1_peak_576",316,".",3.42203,34.0681,31.6068,245,"2L",7826682,7828328,"suvar2_peak_557",246,".",3.21926,27.0266,24.6769,546,1259,"Promoter",1,7827650,7833576,5927,1,"FBgn0004177","FBtr0343416",0,"45959","mts","microtubule star"
"412","chr2L",7828566,7829281,716,"*","suvar1_peak_577",97,".",2.34085,11.6104,9.76434,145,"2L",7828681,7829314,"suvar2_peak_558",34,".",1.81645,5.0196,3.46878,77,600,"Promoter",1,7827793,7832668,4876,1,"FBgn0004177","FBtr0079525",773,"45959","mts","microtubule star"
"413","chr2L",7854595,7854919,325,"*","suvar1_peak_579",36,".",1.9167,5.23545,3.69891,110,"2L",7854552,7854959,"suvar2_peak_559",44,".",1.92516,6.0753,4.44865,259,325,"Promoter",1,7844905,7855255,10351,2,"FBgn0031955","FBtr0079564",336,"34073","CG14535","uncharacterized protein"
"414","chr2L",7855017,7855549,533,"*","suvar1_peak_580",133,".",2.62782,15.3336,13.3494,239,"2L",7855052,7855389,"suvar2_peak_560",78,".",2.27803,9.6858,7.85635,171,337,"Promoter",1,7844905,7855255,10351,2,"FBgn0031955","FBtr0079564",0,"34073","CG14535","uncharacterized protein"
"415","chr2L",7856331,7856736,406,"*","suvar1_peak_581",548,".",5.00738,57.6627,54.8301,229,"2L",7856395,7856734,"suvar2_peak_561",624,".",5.85799,65.4108,62.4952,171,339,"Promoter",1,7857077,7858136,1060,1,"FBgn0040099","FBtr0308065",-341,"53542","lectin-28C","lectin-28C"
"416","chr2L",7885221,7886307,1087,"*","suvar1_peak_583",213,".",2.99613,23.6092,21.3846,230,"2L",7885053,7886144,"suvar2_peak_562",142,".",2.57911,16.2914,14.2117,378,924,"Promoter",1,7885503,7886109,607,1,"FBgn0083968","FBtr0110879",0,"4379884","CG34132","uncharacterized protein"
"417","chr2L",7890684,7891074,391,"*","suvar1_peak_584",663,".",4.74509,69.3585,66.3775,208,"2L",7890687,7891077,"suvar2_peak_563",667,".",4.80689,69.6684,66.7016,197,387,"Promoter",1,7889288,7890704,1417,2,"FBgn0053121","FBtr0473606",0,"326261","Spn28Db","Serpin 28Db"
"418","chr2L",7966536,7966881,346,"*","suvar1_peak_588",33,".",1.78534,4.81158,3.30529,178,"2L",7966538,7966883,"suvar2_peak_566",72,".",2.41022,9.08988,7.29082,177,343,"Intron (FBtr0112718/FBgn0085450, intron 2 of 2)",1,7893431,7977065,83635,2,"FBgn0085450","FBtr0112717",10184,"5740414","Snoo","Sno oncogene"
"419","chr2L",7984003,7984347,345,"*","suvar1_peak_589",160,".",2.6547,18.1483,16.0741,208,"2L",7984026,7984329,"suvar2_peak_567",108,".",2.59,12.8203,10.8594,190,303,"Promoter",1,7891187,7984196,93010,2,"FBgn0085450","FBtr0112718",0,"5740414","Snoo","Sno oncogene"
"420","chr2L",7985101,7985606,506,"*","suvar1_peak_590",39,".",1.71493,5.4555,3.90557,205,"2L",7985163,7985583,"suvar2_peak_568",95,".",2.4229,11.4236,9.51716,139,420,"Promoter",1,7985275,7986785,1511,1,"FBgn0031968","FBtr0300184",0,"34086","CG7231","uncharacterized protein"
"421","chr2L",7998624,7999140,517,"*","suvar1_peak_592",874,".",5.3209,90.7108,87.4952,203,"2L",7998626,7999084,"suvar2_peak_569",1192,".",7.22697,122.771,119.221,202,458,"Promoter",1,7998869,7999676,808,1,"FBgn0031971","FBtr0343382",0,"34089","Sirup","Starvation-upregulated protein"
"422","chr2L",8029253,8029731,479,"*","suvar1_peak_595",194,".",2.90665,21.5925,19.4198,164,"2L",8029224,8029742,"suvar2_peak_573",196,".",3.00939,21.8872,19.6537,165,479,"Promoter",1,8029462,8030150,689,1,"FBgn0031977","FBtr0079535",0,"34095","baf","barrier to autointegration factor"
"423","chr2L",8030604,8030983,380,"*","suvar1_peak_596",310,".",3.52386,33.5306,31.0791,189,"2L",8030653,8031506,"suvar2_peak_574",94,".",2.22514,11.3064,9.40502,173,330,"Promoter",1,8030721,8038453,7733,1,"FBgn0044323","FBtr0306000",0,"34096","Cka","Connector of kinase to AP-1"
"424","chr2L",8031128,8032030,903,"*","suvar1_peak_597",205,".",3.2065,22.7104,20.5077,700,"2L",8030653,8031506,"suvar2_peak_574",94,".",2.22514,11.3064,9.40502,173,379,"Promoter",1,8031010,8040826,9817,1,"FBgn0044323","FBtr0306001",118,"34096","Cka","Connector of kinase to AP-1"
"425","chr2L",8031128,8032030,903,"*","suvar1_peak_597",205,".",3.2065,22.7104,20.5077,700,"2L",8031629,8032181,"suvar2_peak_575",95,".",2.4229,11.4236,9.51716,192,401,"Promoter",1,8031010,8040826,9817,1,"FBgn0044323","FBtr0306001",118,"34096","Cka","Connector of kinase to AP-1"
"426","chr2L",8041059,8041349,291,"*","suvar1_peak_598",81,".",2.39838,9.97669,8.19792,73,"2L",8041145,8041651,"suvar2_peak_578",27,".",1.74408,4.20196,2.72045,59,204,"Promoter",1,8041106,8041879,774,1,"FBgn0031979","FBtr0079540",0,"34097","CCDC53","Coiled-coil domain containing 53"
"427","chr2L",8042235,8043051,817,"*","suvar1_peak_599",287,".",3.63413,31.1313,28.7296,478,"2L",8042169,8043029,"suvar2_peak_580",229,".",3.28197,25.3131,22.9997,490,795,"Promoter",1,8041873,8042909,1037,2,"FBgn0031980","FBtr0345332",0,"34098","RpL36A","Ribosomal protein L36A"
"428","chr2L",8071164,8071710,547,"*","suvar1_peak_601",188,".",3.16379,20.9643,18.809,354,"2L",8071355,8071719,"suvar2_peak_581",117,".",2.55678,13.7818,11.7848,208,355,"Promoter",1,8054322,8071624,17303,2,"FBgn0011230","FBtr0079545",0,"46243","poe","purity of essence"
"429","chr2L",8082471,8083751,1281,"*","suvar1_peak_602",138,".",2.49445,15.876,13.8747,856,"2L",8082731,8083714,"suvar2_peak_582",106,".",2.40804,12.5734,10.6228,277,983,"Promoter",1,8083420,8109458,26039,1,"FBgn0261822","FBtr0079566",0,"318841","Bsg","Basigin"
"430","chr2L",8084624,8084893,270,"*","suvar1_peak_603",16,".",1.51754,2.96911,1.61853,246,"2L",8084683,8085123,"suvar2_peak_583",46,".",1.93665,6.24956,4.6111,199,210,"Intron (FBtr0079566/FBgn0261822, intron 1 of 6)",1,8083420,8116531,33112,1,"FBgn0261822","FBtr0079568",1204,"318841","Bsg","Basigin"
"431","chr2L",8084956,8085434,479,"*","suvar1_peak_604",45,".",1.99963,6.18472,4.59206,72,"2L",8084683,8085123,"suvar2_peak_583",46,".",1.93665,6.24956,4.6111,199,168,"Intron (FBtr0079566/FBgn0261822, intron 1 of 6)",1,8083420,8116531,33112,1,"FBgn0261822","FBtr0079568",1536,"318841","Bsg","Basigin"
"432","chr2L",8126605,8127566,962,"*","suvar1_peak_606",279,".",3.53786,30.3254,27.9404,562,"2L",8126979,8127595,"suvar2_peak_586",121,".",2.66849,14.1344,12.1261,213,587,"Promoter",1,8125668,8126890,1223,2,"FBgn0031987","FBtr0079642",0,"34106","CG12375","uncharacterized protein"
"433","chr2L",8156499,8157431,933,"*","suvar1_peak_607",373,".",4.20383,39.9018,37.3361,398,"2L",8156659,8157077,"suvar2_peak_587",146,".",2.70474,16.7309,14.6363,202,418,"Promoter",1,8134247,8156750,22504,2,"FBgn0031990","FBtr0302595",0,"34109","PAPLA1","Phosphatidic Acid Phospholipase A1"
"434","chr2L",8159461,8160200,740,"*","suvar1_peak_608",569,".",5.09908,59.8209,56.9585,303,"2L",8159472,8160066,"suvar2_peak_588",236,".",3.20147,25.9433,23.6157,217,594,"Promoter",1,8134247,8159575,25329,2,"FBgn0031990","FBtr0079641",0,"34109","PAPLA1","Phosphatidic Acid Phospholipase A1"
"435","chr2L",8162310,8163353,1044,"*","suvar1_peak_609",296,".",3.69596,32.0225,29.6011,780,"2L",8162286,8163263,"suvar2_peak_589",82,".",2.23422,10.1232,8.27353,150,954,"Promoter",1,8161796,8162418,623,2,"FBgn0031992","FBtr0079640",0,"34111","Acbp1","Acyl-CoA binding protein 1"
"436","chr2L",8198767,8199127,361,"*","suvar1_peak_611",144,".",2.91339,16.4555,14.4353,193,"2L",8198872,8199145,"suvar2_peak_591",59,".",2.09538,7.64427,5.9222,113,255,"Promoter",1,8198882,8200652,1771,1,"FBgn0031997","FBtr0335190",0,"34116","PGAP5","Post-GPI attachment to proteins 5"
"437","chr2L",8204443,8205299,857,"*","suvar1_peak_612",74,".",2.1211,9.20599,7.46231,589,"2L",8204441,8205252,"suvar2_peak_592",95,".",2.52049,11.4299,9.52332,653,810,"Promoter",1,8200465,8205132,4668,2,"FBgn0031998","FBtr0079637",0,"34117","SLC5A11","Sodium/solute co-transporter-like 5A11"
"438","chr2L",8205877,8206349,473,"*","suvar1_peak_613",38,".",1.90074,5.36333,3.81931,138,"2L",8205874,8206383,"suvar2_peak_593",108,".",2.59,12.8203,10.8594,320,473,"Promoter",1,8206171,8209637,3467,1,"FBgn0031999","FBtr0079589",0,"34118","CG8419","uncharacterized protein"
"439","chr2L",8210648,8211806,1159,"*","suvar1_peak_614",197,".",3.38641,21.9336,19.7522,388,"2L",8210369,8211245,"suvar2_peak_595",80,".",2.35042,9.92464,8.08422,555,598,"Promoter",1,8209626,8211122,1497,2,"FBgn0003607","FBtr0079635",0,"34119","Su(var)205","Suppressor of variegation 205"
"440","chr2L",8212674,8213295,622,"*","suvar1_peak_615",234,".",3.35756,25.7764,23.4965,360,"2L",8212271,8213390,"suvar2_peak_596",97,".",2.52812,11.6962,9.77824,716,622,"Promoter",1,8212039,8212902,864,2,"FBgn0032000","FBtr0079633",0,"34121","CG8372","uncharacterized protein"
"441","chr2L",8220515,8220780,266,"*","suvar1_peak_616",74,".",2.17483,9.16702,7.42442,165,"2L",8220463,8220699,"suvar2_peak_597",35,".",1.87126,5.07554,3.52099,149,185,"Promoter",1,8218071,8220741,2671,2,"FBgn0032005","FBtr0079631",0,"34126","Snx6","Sorting nexin 6"
"442","chr2L",8239655,8240330,676,"*","suvar1_peak_617",614,".",4.94367,64.3497,61.4296,500,"2L",8239703,8240368,"suvar2_peak_598",794,".",6.78021,82.6161,79.4917,450,627,"Promoter",1,8220980,8239878,18899,2,"FBgn0032006","FBtr0302147",0,"34127","Pvr","PDGF- and VEGF-receptor related"
"443","chr2L",8257061,8257519,459,"*","suvar1_peak_618",71,".",2.3712,8.91377,7.18193,247,"2L",8257247,8257491,"suvar2_peak_599",26,".",1.80973,4.14813,2.67037,43,244,"Promoter",1,8244160,8257502,13343,2,"FBgn0032010","FBtr0332361",0,"34131","CG8086","uncharacterized protein"
"444","chr2L",8302697,8303072,376,"*","suvar1_peak_621",96,".",2.37064,11.4805,9.63957,233,"2L",8302719,8302958,"suvar2_peak_600",38,".",1.98291,5.42441,3.84259,194,239,"Promoter",1,8301345,8302985,1641,2,"FBgn0261020","FBtr0079614",0,"34134","wol","wollknaeuel"
"445","chr2L",8303318,8303760,443,"*","suvar1_peak_622",182,".",3.18324,20.3982,18.2594,190,"2L",8303407,8303773,"suvar2_peak_601",24,".",1.70595,3.85993,2.41322,162,353,"Promoter",1,8303429,8305376,1948,1,"FBgn0032013","FBtr0079597",0,"34135","Scgalpha","Sarcoglycan alpha"
"446","chr2L",8320110,8320627,518,"*","suvar1_peak_627",45,".",1.87109,6.1757,4.58376,183,"2L",8320247,8320662,"suvar2_peak_603",61,".",2.19243,7.88777,6.15023,165,380,"Promoter",1,8320328,8321285,958,1,"FBgn0032020","FBtr0079601",0,"34142","strat","stratum"
"447","chr2L",8326868,8327508,641,"*","suvar1_peak_629",313,".",3.7848,33.7896,31.3322,157,"2L",8326867,8327506,"suvar2_peak_604",405,".",4.72971,43.2048,40.5759,189,639,"Promoter",1,8327456,8332911,5456,1,"FBgn0032022","FBtr0079602",0,"34144","CG14275","uncharacterized protein"
"448","chr2L",8334683,8335172,490,"*","suvar1_peak_630",732,".",6.85558,76.3433,73.2845,223,"2L",8334725,8335109,"suvar2_peak_605",488,".",4.95451,51.6429,48.8974,191,384,"Distal Intergenic",1,8338287,8342056,3770,1,"FBgn0032023","FBtr0079604",-3115,"34145","CG14274","uncharacterized protein"
"449","chr2L",8362197,8362812,616,"*","suvar1_peak_631",53,".",2.01173,7.01634,5.37775,190,"2L",8362240,8362471,"suvar2_peak_606",30,".",1.83606,4.53849,3.02932,122,231,"Promoter",1,8355678,8362469,6792,2,"FBgn0032026","FBtr0307092",0,"34148","CG7627","uncharacterized protein"
"450","chr2L",8364150,8366627,2478,"*","suvar1_peak_632",387,".",3.71284,41.3728,38.7825,1817,"2L",8364192,8366423,"suvar2_peak_607",425,".",4.47077,45.1954,42.5372,1766,2231,"Promoter",1,8363477,8364662,1186,2,"FBgn0010265","FBtr0346454",0,"34149","RpS13","Ribosomal protein S13"
"451","chr2L",8370496,8371215,720,"*","suvar1_peak_633",44,".",2.06867,6.0142,4.43002,165,"2L",8370987,8371264,"suvar2_peak_608",39,".",1.97718,5.52892,3.93824,178,228,"Promoter",1,8370530,8374250,3721,1,"FBgn0032029","FBtr0079648",0,"34152","CG17292","uncharacterized protein"
"452","chr2L",8376837,8377307,471,"*","suvar1_peak_634",30,".",1.84341,4.5293,3.04216,199,"2L",8376886,8377269,"suvar2_peak_609",30,".",1.82781,4.60749,3.09133,112,383,"Promoter",1,8377035,8378206,1172,1,"FBgn0032032","FBtr0079651",0,"34155","CG17294","uncharacterized protein"
"453","chr2L",8381393,8381832,440,"*","suvar1_peak_635",63,".",2.04397,8.03205,6.34205,280,"2L",8381168,8381579,"suvar2_peak_610",27,".",1.67185,4.20561,2.72353,340,187,"Promoter",1,8378262,8381588,3327,2,"FBgn0027094","FBtr0079722",0,"34156","AlaRS","Alanyl-tRNA synthetase"
"454","chr2L",8383753,8384194,442,"*","suvar1_peak_637",54,".",1.96713,7.07785,5.43601,277,"2L",8383839,8384111,"suvar2_peak_611",35,".",1.74775,5.13326,3.57305,131,272,"Promoter",1,8383612,8384137,526,2,"FBgn0263852","FBtr0079719",0,"34159","Dad1","Defender against apoptotic cell death 1"
"455","chr2L",8402925,8403756,832,"*","suvar1_peak_639",242,".",2.84871,26.5218,24.2223,619,"2L",8403304,8403822,"suvar2_peak_613",203,".",2.9354,22.64,20.3878,262,452,"Promoter",1,8401476,8403139,1664,2,"FBgn0001084","FBtr0331992",0,"34166","fy","fuzzy"
"456","chr2L",8414934,8415436,503,"*","suvar1_peak_640",285,".",3.54656,30.9591,28.56,315,"2L",8414627,8415439,"suvar2_peak_615",162,".",2.84486,18.3713,16.2294,638,503,"Promoter",1,8412144,8415256,3113,2,"FBgn0032042","FBtr0331990",0,"34169","CG13398","uncharacterized protein"
"457","chr2L",8415559,8416008,450,"*","suvar1_peak_641",171,".",2.61244,19.2224,17.1177,172,"2L",8415524,8416215,"suvar2_peak_616",111,".",2.40555,13.1216,11.1472,179,450,"Promoter",1,8415690,8430977,15288,1,"FBgn0027932","FBtr0079667",0,"34170","Akap200","A kinase anchor protein 200"
"458","chr2L",8423303,8424103,801,"*","suvar1_peak_642",79,".",2.4939,9.74176,7.97294,411,"2L",8423074,8423773,"suvar2_peak_617",103,".",2.57221,12.2561,10.3164,482,471,"Intron (FBtr0079667/FBgn0027932, intron 1 of 4)",1,8426773,8430977,4205,1,"FBgn0027932","FBtr0079666",-2670,"34170","Akap200","A kinase anchor protein 200"
"459","chr2L",8424369,8425327,959,"*","suvar1_peak_643",132,".",2.64239,15.2049,13.225,411,"2L",8424504,8425295,"suvar2_peak_618",116,".",2.6637,13.6481,11.6561,294,791,"Intron (FBtr0079667/FBgn0027932, intron 1 of 4)",1,8426773,8430977,4205,1,"FBgn0027932","FBtr0079666",-1446,"34170","Akap200","A kinase anchor protein 200"
"460","chr2L",8463828,8464075,248,"*","suvar1_peak_645",42,".",1.88783,5.79481,4.22488,76,"2L",8463720,8463942,"suvar2_peak_621",25,".",1.74744,4.00591,2.54146,24,115,"Promoter",1,8449691,8463994,14304,2,"FBgn0026718","FBtr0079703",0,"34176","Agpat2","1-Acylglycerol-3-phosphate O-acyltransferase 2"
"461","chr2L",8464287,8464753,467,"*","suvar1_peak_646",146,".",2.65924,16.6286,14.6028,235,"2L",8464327,8464824,"suvar2_peak_622",63,".",2.00507,8.0536,6.3075,180,426,"Promoter",1,8464488,8466529,2042,1,"FBgn0285971","FBtr0079674",0,"34177","prg","piragua"
"462","chr2L",8477937,8478408,472,"*","suvar1_peak_647",1163,".",7.5064,119.896,116.357,218,"2L",8477919,8478392,"suvar2_peak_623",1580,".",9.58107,162.048,158.042,232,456,"Promoter",1,8478705,8488671,9967,1,"FBgn0262029","FBtr0303923",-297,"34179","d","dachs"
"463","chr2L",8485617,8485890,274,"*","suvar1_peak_648",103,".",2.37714,12.1797,10.3111,76,"2L",8485569,8485841,"suvar2_peak_624",109,".",2.58086,12.9518,10.9859,165,225,"Promoter",1,8485725,8485925,201,1,"FBgn0263489","FBtr0309788",0,"12798307","lncRNA:CR43604","long non-coding RNA:CR43604"
"464","chr2L",8488784,8489186,403,"*","suvar1_peak_649",407,".",4.16838,43.385,40.7621,154,"2L",8488759,8489167,"suvar2_peak_626",390,".",4.12413,41.6451,39.0396,176,384,"Promoter",1,8488981,8490546,1566,1,"FBgn0032047","FBtr0079681",0,"34180","CG13088","uncharacterized protein"
"465","chr2L",8511714,8512153,440,"*","suvar1_peak_650",667,".",5.67168,69.7564,66.7709,226,"2L",8511705,8512120,"suvar2_peak_627",338,".",3.60841,36.3266,33.8054,226,407,"Promoter",1,8509069,8511866,2798,2,"FBgn0032050","FBtr0343426",0,"34183","CG13096","uncharacterized protein"
"466","chr2L",8514672,8515057,386,"*","suvar1_peak_651",125,".",2.70931,14.4608,12.509,191,"2L",8514471,8515012,"suvar2_peak_628",32,".",1.7379,4.79319,3.26098,494,341,"Promoter",1,8512174,8514868,2695,2,"FBgn0032051","FBtr0079697",0,"34184","CG13097","uncharacterized protein"
"467","chr2L",8528313,8528678,366,"*","suvar1_peak_653",154,".",2.83092,17.5513,15.4964,193,"2L",8528228,8528676,"suvar2_peak_629",107,".",2.45887,12.6765,10.7206,281,364,"Promoter",1,8524999,8528505,3507,2,"FBgn0085470","FBtr0333420",0,"44128","lmgB","lemming B"
"468","chr2L",8534349,8535027,679,"*","suvar1_peak_654",231,".",3.18658,25.4251,23.1524,152,"2L",8534316,8534728,"suvar2_peak_630",181,".",2.99382,20.3579,18.1636,176,380,"Promoter",1,8535786,8537932,2147,1,"FBgn0028394","FBtr0079688",-759,"34191","CG17834","uncharacterized protein"
"469","chr2L",8601743,8602065,323,"*","suvar1_peak_658",44,".",1.95811,6.03377,4.44876,160,"2L",8601750,8602095,"suvar2_peak_633",51,".",2.07594,6.8171,5.14193,187,315,"Intron (FBtr0303877/FBgn0011259, intron 4 of 22)",1,8590370,8594489,4120,2,"FBgn0264437","FBtr0332518",-7254,"14462727","lncRNA:CR43855","long non-coding RNA:CR43855"
"470","chr2L",8709324,8709873,550,"*","suvar1_peak_662",576,".",4.84124,60.4797,57.609,365,"2L",8709481,8709819,"suvar2_peak_636",305,".",3.3759,32.9806,30.518,202,338,"Promoter",1,8687226,8709611,22386,2,"FBgn0004914","FBtr0336633",0,"44544","Hnf4","Hepatocyte nuclear factor 4"
"471","chr2L",8888659,8889273,615,"*","suvar1_peak_664",1107,".",7.55843,114.19,110.714,335,"2L",8888655,8889324,"suvar2_peak_638",1149,".",8.0112,118.495,114.987,340,615,"Promoter",1,8887405,8888028,624,2,"FBgn0265588","FBtr0340264",-631,"19835726","lncRNA:CR44415","long non-coding RNA:CR44415"
"472","chr2L",8949858,8950299,442,"*","suvar1_peak_666",342,".",3.96248,36.8055,34.2933,244,"2L",8949967,8950222,"suvar2_peak_639",154,".",2.86597,17.5596,15.4418,136,255,"Promoter",1,8943455,8951216,7762,2,"FBgn0032078","FBtr0079788",917,"34215","C1GalTA","Core 1 Galactosyltransferase A"
"473","chr2L",8957893,8958595,703,"*","suvar1_peak_668",140,".",2.6842,16.0864,14.0772,551,"2L",8958251,8958537,"suvar2_peak_640",53,".",2.01873,7.01634,5.32737,183,286,"Promoter",1,8953481,8958113,4633,2,"FBgn0032079","FBtr0079787",0,"326170","CG31886","uncharacterized protein"
"474","chr2L",8973015,8973285,271,"*","suvar1_peak_669",112,".",2.97511,13.1876,11.2804,164,"2L",8972999,8973278,"suvar2_peak_641",95,".",2.80462,11.4189,9.5137,170,264,"Exon (FBtr0332207/FBgn0032083, exon 2 of 8)",1,8970520,8974976,4457,2,"FBgn0032083","FBtr0332207",1691,"34220","CG9541","uncharacterized protein"
"475","chr2L",8996917,8997852,936,"*","suvar1_peak_671",510,".",4.69697,53.8467,51.0654,590,"2L",8997273,8997910,"suvar2_peak_642",219,".",3.26391,24.2231,21.9345,233,579,"Promoter",1,8993818,8997379,3562,2,"FBgn0013746","FBtr0339550",0,"34225","alien","alien"
"476","chr2L",9089702,9089935,234,"*","suvar1_peak_672",173,".",2.87109,19.4595,17.3473,90,"2L",9089672,9090090,"suvar2_peak_643",211,".",3.53203,23.4333,21.1632,92,234,"Downstream (<=300bp)",1,9084107,9089440,5334,1,"FBgn0032095","FBtr0079768",5595,"34235","Toll-4","Toll-4"
"477","chr2L",9120553,9120784,232,"*","suvar1_peak_673",90,".",2.40244,10.8714,9.05591,137,"2L",9120502,9120793,"suvar2_peak_644",147,".",2.9582,16.8614,14.7635,175,232,"Promoter",1,9119582,9120040,459,1,"FBgn0265828","FBtr0342661",971,"19835661","lncRNA:CR44617","long non-coding RNA:CR44617"
"478","chr2L",9158318,9158663,346,"*","suvar1_peak_674",165,".",3.09165,18.6507,16.5642,175,"2L",9158372,9158600,"suvar2_peak_645",50,".",1.94749,6.73053,5.0589,134,228,"Intron (FBtr0079771/FBgn0052982, intron 4 of 8)",1,9164235,9165426,1192,1,"FBgn0032100","FBtr0079773",-5572,"34240","CG13108","uncharacterized protein"
"479","chr2L",9166015,9167090,1076,"*","suvar1_peak_675",496,".",4.71763,52.4162,49.6549,562,"2L",9166233,9166838,"suvar2_peak_646",276,".",3.60922,30.0476,27.638,322,605,"Promoter",1,9165421,9166514,1094,2,"FBgn0032101","FBtr0079774",0,"34241","CG9586","uncharacterized protein"
"480","chr2L",9256390,9257180,791,"*","suvar1_peak_678",173,".",2.85096,19.509,17.3952,214,"2L",9256382,9256819,"suvar2_peak_647",119,".",2.46815,13.9283,11.9253,273,430,"Promoter",1,9256563,9291798,35236,1,"FBgn0267252","FBtr0079796",0,"45234","Ggamma30A","G protein subunit gamma at 30A"
"481","chr2L",9318952,9319241,290,"*","suvar1_peak_680",55,".",2.23309,7.21114,5.56281,108,"2L",9319003,9319329,"suvar2_peak_649",36,".",2.00406,5.26726,3.69947,147,238,"Distal Intergenic",1,9325845,9326721,877,1,"FBgn0267012","FBtr0345963",-6604,"19835849","lncRNA:CR45456","long non-coding RNA:CR45456"
"482","chr2L",9330547,9331052,506,"*","suvar1_peak_681",390,".",4.14393,41.6451,39.0509,155,"2L",9330524,9330894,"suvar2_peak_650",338,".",3.69914,36.4088,33.8861,178,348,"Promoter",1,9330763,9331981,1219,1,"FBgn0010314","FBtr0079799",0,"34250","Cks30A","Cyclin-dependent kinase subunit 30A"
"483","chr2L",9342045,9342302,258,"*","suvar1_peak_682",82,".",2.29671,10.0111,8.23131,109,"2L",9342007,9342280,"suvar2_peak_652",123,".",2.43743,14.3688,12.3514,149,236,"Promoter",1,9342832,9344491,1660,1,"FBgn0032110","FBtr0079803",-530,"34252","CG3748","uncharacterized protein"
"484","chr2L",9386224,9386621,398,"*","suvar1_peak_683",373,".",3.84961,39.9446,37.378,217,"2L",9386255,9386609,"suvar2_peak_653",193,".",3.14507,21.5733,19.3471,212,354,"Promoter",1,9387389,9391567,4179,1,"FBgn0012036","FBtr0079806",-768,"34256","Aldh","Aldehyde dehydrogenase"
